"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1023","Пополнение баланса (позитивные сценарии) [1] 100.0","","Mon Dec 15 14:07:57 UTC 2025","passed","Mon Dec 15 14:07:58 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1019","Пополнение баланса от имени администратора","","Mon Dec 15 14:07:54 UTC 2025","passed","Mon Dec 15 14:07:55 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","adminCannotDepositTest"
"","504","Изменение имени (некорректные имена) [6] Ivan-Petrovich","","Mon Dec 15 14:07:25 UTC 2025","passed","Mon Dec 15 14:07:25 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1256","Перевод между своими счетами [3] 115.99","","Mon Dec 15 14:07:32 UTC 2025","passed","Mon Dec 15 14:07:33 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1181","Перевод невалидной суммы [1] 50.01","","Mon Dec 15 14:07:37 UTC 2025","passed","Mon Dec 15 14:07:38 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","3222","Не выбрано подтверждение корректности данных","","Mon Dec 15 14:08:20 UTC 2025","passed","Mon Dec 15 14:08:23 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithoutConfirmationTest"
"","496","Изменение имени (некорректные имена) [5] Ivan_Petrovich","","Mon Dec 15 14:07:24 UTC 2025","passed","Mon Dec 15 14:07:25 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1192","Перевод на счет другого пользователя [2] 20.5","","Mon Dec 15 14:07:43 UTC 2025","passed","Mon Dec 15 14:07:45 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","637","Изменение имени (позитивные сценарии) [1] Petr Ivanov","","Mon Dec 15 14:07:20 UTC 2025","passed","Mon Dec 15 14:07:21 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1279","Перевод между своими счетами [2] 20.5","","Mon Dec 15 14:07:30 UTC 2025","passed","Mon Dec 15 14:07:32 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1195","Перевод на счет другого пользователя [3] 115.99","","Mon Dec 15 14:07:45 UTC 2025","passed","Mon Dec 15 14:07:46 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","945","Пополнение баланса на несуществующем id счета","","Mon Dec 15 14:07:50 UTC 2025","passed","Mon Dec 15 14:07:51 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
"","481","Изменение имени (некорректные имена) [2] Ivan Petrovich Ivanov","","Mon Dec 15 14:07:23 UTC 2025","passed","Mon Dec 15 14:07:23 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1097","Перевод от имени администратора","","Mon Dec 15 14:07:49 UTC 2025","passed","Mon Dec 15 14:07:50 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","1252","Перевод между своими счетами [4] 0.01","","Mon Dec 15 14:07:33 UTC 2025","passed","Mon Dec 15 14:07:34 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1030","Перевод на несуществующий счет","","Mon Dec 15 14:07:48 UTC 2025","passed","Mon Dec 15 14:07:49 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToInvalidAccountTest"
"","1119","Перевод с чужого счета","","Mon Dec 15 14:07:41 UTC 2025","passed","Mon Dec 15 14:07:42 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromElseAccountTest"
"","1757","Невалидная сумма при пополнении баланса","","Mon Dec 15 14:08:23 UTC 2025","passed","Mon Dec 15 14:08:25 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","1019","Пополнение баланса (позитивные сценарии) [4] 0.01","","Mon Dec 15 14:08:00 UTC 2025","passed","Mon Dec 15 14:08:01 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","548","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Mon Dec 15 14:07:22 UTC 2025","passed","Mon Dec 15 14:07:22 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1227","Перевод на счет другого пользователя [1] 100.0","","Mon Dec 15 14:07:42 UTC 2025","passed","Mon Dec 15 14:07:43 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","3553","Перевод на сумму, превышающую максимальную","","Mon Dec 15 14:08:07 UTC 2025","passed","Mon Dec 15 14:08:11 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithGreaterThanMaximumAmountTest"
"","487","Изменение имени (некорректные имена) [1] Ivan","","Mon Dec 15 14:07:22 UTC 2025","passed","Mon Dec 15 14:07:23 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1031","Пополнение баланса (позитивные сценарии) [2] 115.99","","Mon Dec 15 14:07:58 UTC 2025","passed","Mon Dec 15 14:07:59 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","0","Перевод на тот же самый счет","","Mon Dec 15 14:07:42 UTC 2025","skipped","Mon Dec 15 14:07:42 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","1275","Перевод между своими счетами [5] 10000.0","","Mon Dec 15 14:07:34 UTC 2025","passed","Mon Dec 15 14:07:36 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","504","Изменение имени (некорректные имена) [9]    ","","Mon Dec 15 14:07:26 UTC 2025","passed","Mon Dec 15 14:07:27 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
