"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1874","Пополнение баланса на сумму, превышающую максимальную","","Sun Dec 14 18:32:44 UTC 2025","passed","Sun Dec 14 18:32:46 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositGreaterThanAllowedAmountTest"
"","0","Перевод на тот же самый счет","","Sun Dec 14 18:32:02 UTC 2025","skipped","Sun Dec 14 18:32:02 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","1241","Перевод между своими счетами [5] 10000.0","","Sun Dec 14 18:31:54 UTC 2025","passed","Sun Dec 14 18:31:55 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","993","Невалидные значения суммы [1] 0.0","","Sun Dec 14 18:32:11 UTC 2025","passed","Sun Dec 14 18:32:12 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","613","Изменение имени (позитивные сценарии) [1] Petr Ivanov","","Sun Dec 14 18:31:40 UTC 2025","passed","Sun Dec 14 18:31:41 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1002","Перевод на несуществующий счет","","Sun Dec 14 18:32:08 UTC 2025","passed","Sun Dec 14 18:32:09 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToInvalidAccountTest"
"","1892","Невалидная сумма при пополнении баланса","","Sun Dec 14 18:32:43 UTC 2025","passed","Sun Dec 14 18:32:44 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","485","Изменение имени (некорректные имена) [5] Ivan_Petrovich","","Sun Dec 14 18:31:44 UTC 2025","passed","Sun Dec 14 18:31:44 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","3684","Невалидная сумма при переводе","","Sun Dec 14 18:32:30 UTC 2025","passed","Sun Dec 14 18:32:33 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1203","Перевод на счет другого пользователя [1] 100.0","","Sun Dec 14 18:32:02 UTC 2025","passed","Sun Dec 14 18:32:03 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","3664","Установка невалидного имени","","Sun Dec 14 18:32:22 UTC 2025","passed","Sun Dec 14 18:32:26 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCannotChangeToInvalidNameTest"
"","984","Пополнение баланса (позитивные сценарии) [4] 0.01","","Sun Dec 14 18:32:19 UTC 2025","passed","Sun Dec 14 18:32:20 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1078","Перевод от имени администратора","","Sun Dec 14 18:32:09 UTC 2025","passed","Sun Dec 14 18:32:10 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","1001","Пополнение баланса (позитивные сценарии) [2] 115.99","","Sun Dec 14 18:32:17 UTC 2025","passed","Sun Dec 14 18:32:18 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1179","Перевод на счет другого пользователя [3] 115.99","","Sun Dec 14 18:32:04 UTC 2025","passed","Sun Dec 14 18:32:05 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1572","Перевод между своими счетами [1] 100.0","","Sun Dec 14 18:31:49 UTC 2025","passed","Sun Dec 14 18:31:50 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1882","Получение информации о транзакциях","","Sun Dec 14 18:31:47 UTC 2025","passed","Sun Dec 14 18:31:49 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","getTransactionsInfoTest"
"","1179","Перевод на счет другого пользователя [2] 20.5","","Sun Dec 14 18:32:03 UTC 2025","passed","Sun Dec 14 18:32:04 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","921","Пополнение баланса на несуществующем id счета","","Sun Dec 14 18:32:10 UTC 2025","passed","Sun Dec 14 18:32:11 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
"","1001","Пополнение баланса (позитивные сценарии) [1] 100.0","","Sun Dec 14 18:32:16 UTC 2025","passed","Sun Dec 14 18:32:17 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","916","Пополнение баланса неавторизованным пользователем","","Sun Dec 14 18:32:15 UTC 2025","passed","Sun Dec 14 18:32:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","unauthorizedUserCannotDepositTest"
"","2650","Изменение имени у администратора","","Sun Dec 14 18:31:37 UTC 2025","passed","Sun Dec 14 18:31:40 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","910","Получение информации о депозите","","Sun Dec 14 18:32:15 UTC 2025","passed","Sun Dec 14 18:32:16 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","getDepositInfoTest"
"","0","Успешное изменение имени","","Sun Dec 14 18:32:22 UTC 2025","skipped","Sun Dec 14 18:32:22 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCanChangeNameTest"
"","534","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Sun Dec 14 18:31:41 UTC 2025","passed","Sun Dec 14 18:31:42 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1136","Перевод невалидной суммы [1] 50.01","","Sun Dec 14 18:31:56 UTC 2025","passed","Sun Dec 14 18:31:57 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","550","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Sun Dec 14 18:31:45 UTC 2025","passed","Sun Dec 14 18:31:45 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","3633","Перевод на сумму, превышающую максимальную","","Sun Dec 14 18:32:26 UTC 2025","passed","Sun Dec 14 18:32:30 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithGreaterThanMaximumAmountTest"
"","1008","Пополнение баланса (позитивные сценарии) [5] 5000.0","","Sun Dec 14 18:32:20 UTC 2025","passed","Sun Dec 14 18:32:21 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","981","Пополнение чужого баланса","","Sun Dec 14 18:32:21 UTC 2025","passed","Sun Dec 14 18:32:22 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToAnotherAccountTest"
"","1267","Перевод между своими счетами [2] 20.5","","Sun Dec 14 18:31:50 UTC 2025","passed","Sun Dec 14 18:31:51 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","993","Невалидные значения суммы [2] 5000.01","","Sun Dec 14 18:32:12 UTC 2025","passed","Sun Dec 14 18:32:13 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","1253","Перевод между своими счетами [3] 115.99","","Sun Dec 14 18:31:51 UTC 2025","passed","Sun Dec 14 18:31:53 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","2108","Успешное пополнение баланса","","Sun Dec 14 18:32:46 UTC 2025","passed","Sun Dec 14 18:32:48 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCanDepositTest"
"","982","Невалидные значения суммы [3] -1.0","","Sun Dec 14 18:32:13 UTC 2025","passed","Sun Dec 14 18:32:14 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","3327","Не выбрано подтверждение корректности данных","","Sun Dec 14 18:32:39 UTC 2025","passed","Sun Dec 14 18:32:43 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithoutConfirmationTest"
"","485","Изменение имени (некорректные имена) [3] Ivan  Petrovich","","Sun Dec 14 18:31:43 UTC 2025","passed","Sun Dec 14 18:31:43 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1182","Перевод на счет другого пользователя [4] 0.01","","Sun Dec 14 18:32:05 UTC 2025","passed","Sun Dec 14 18:32:06 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","474","Изменение имени (некорректные имена) [8] Иван Иванов","","Sun Dec 14 18:31:45 UTC 2025","passed","Sun Dec 14 18:31:46 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1105","Перевод невалидной суммы [3] -1.0","","Sun Dec 14 18:31:58 UTC 2025","passed","Sun Dec 14 18:32:00 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1087","Перевод с чужого счета","","Sun Dec 14 18:32:01 UTC 2025","passed","Sun Dec 14 18:32:02 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromElseAccountTest"
"","984","Пополнение баланса (позитивные сценарии) [3] 20.5","","Sun Dec 14 18:32:18 UTC 2025","passed","Sun Dec 14 18:32:19 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","477","Изменение имени (некорректные имена) [4] Ivan Perovich1","","Sun Dec 14 18:31:43 UTC 2025","passed","Sun Dec 14 18:31:44 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1082","Перевод неавторизованным пользователем","","Sun Dec 14 18:31:55 UTC 2025","passed","Sun Dec 14 18:31:56 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","unauthorizedUserCannotTransferTest"
"","1193","Перевод на счет другого пользователя [5] 10000.0","","Sun Dec 14 18:32:06 UTC 2025","passed","Sun Dec 14 18:32:08 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","995","Пополнение баланса от имени администратора","","Sun Dec 14 18:32:14 UTC 2025","passed","Sun Dec 14 18:32:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","adminCannotDepositTest"
"","543","Изменение имени (позитивные сценарии) [2] petr ivanov","","Sun Dec 14 18:31:41 UTC 2025","passed","Sun Dec 14 18:31:41 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
