"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","464","Изменение имени (некорректные имена) [10] ","","Mon Dec 15 14:26:38 UTC 2025","passed","Mon Dec 15 14:26:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1032","Перевод на несуществующий счет","","Mon Dec 15 14:27:00 UTC 2025","passed","Mon Dec 15 14:27:01 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToInvalidAccountTest"
"","1258","Перевод между своими счетами [5] 10000.0","","Mon Dec 15 14:26:46 UTC 2025","passed","Mon Dec 15 14:26:47 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1221","Перевод на счет другого пользователя [5] 10000.0","","Mon Dec 15 14:26:59 UTC 2025","passed","Mon Dec 15 14:27:00 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1125","Перевод невалидной суммы [3] -1.0","","Mon Dec 15 14:26:51 UTC 2025","passed","Mon Dec 15 14:26:52 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","492","Изменение имени (некорректные имена) [8] Иван Иванов","","Mon Dec 15 14:26:37 UTC 2025","passed","Mon Dec 15 14:26:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","503","Изменение имени (некорректные имена) [1] Ivan","","Mon Dec 15 14:26:34 UTC 2025","passed","Mon Dec 15 14:26:34 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","994","Невалидные значения суммы [3] -1.0","","Mon Dec 15 14:27:05 UTC 2025","passed","Mon Dec 15 14:27:06 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","1202","Перевод на счет другого пользователя [3] 115.99","","Mon Dec 15 14:26:56 UTC 2025","passed","Mon Dec 15 14:26:57 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","3486","Успешный перевод","","Mon Dec 15 14:27:26 UTC 2025","passed","Mon Dec 15 14:27:29 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest"
"","997","Невалидные значения суммы [2] 5000.01","","Mon Dec 15 14:27:04 UTC 2025","passed","Mon Dec 15 14:27:05 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","534","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Mon Dec 15 14:26:37 UTC 2025","passed","Mon Dec 15 14:26:37 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1093","Перевод от имени администратора","","Mon Dec 15 14:27:01 UTC 2025","passed","Mon Dec 15 14:27:02 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","536","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Mon Dec 15 14:26:33 UTC 2025","passed","Mon Dec 15 14:26:34 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1274","Перевод между своими счетами [2] 20.5","","Mon Dec 15 14:26:42 UTC 2025","passed","Mon Dec 15 14:26:44 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","3616","Невалидная сумма при переводе","","Mon Dec 15 14:27:22 UTC 2025","passed","Mon Dec 15 14:27:26 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1131","Перевод невалидной суммы [2] 0.0","","Mon Dec 15 14:26:50 UTC 2025","passed","Mon Dec 15 14:26:51 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1618","Перевод между своими счетами [1] 100.0","","Mon Dec 15 14:26:41 UTC 2025","passed","Mon Dec 15 14:26:42 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","563","Изменение имени (позитивные сценарии) [2] petr ivanov","","Mon Dec 15 14:26:33 UTC 2025","passed","Mon Dec 15 14:26:33 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1201","Перевод на счет другого пользователя [1] 100.0","","Mon Dec 15 14:26:54 UTC 2025","passed","Mon Dec 15 14:26:55 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1808","Невалидная сумма при пополнении баланса","","Mon Dec 15 14:27:34 UTC 2025","passed","Mon Dec 15 14:27:36 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","1081","Перевод неавторизованным пользователем","","Mon Dec 15 14:26:47 UTC 2025","passed","Mon Dec 15 14:26:48 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","unauthorizedUserCannotTransferTest"
"","2012","Получение списка транзакций","","Mon Dec 15 14:27:29 UTC 2025","passed","Mon Dec 15 14:27:31 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanGetListOfTransactions"
"","0","Перевод на тот же самый счет","","Mon Dec 15 14:26:54 UTC 2025","skipped","Mon Dec 15 14:26:54 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","477","Изменение имени (некорректные имена) [4] Ivan Perovich1","","Mon Dec 15 14:26:35 UTC 2025","passed","Mon Dec 15 14:26:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1258","Перевод между своими счетами [3] 115.99","","Mon Dec 15 14:26:44 UTC 2025","passed","Mon Dec 15 14:26:45 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","3542","Перевод на сумму, превышающую максимальную","","Mon Dec 15 14:27:18 UTC 2025","passed","Mon Dec 15 14:27:22 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithGreaterThanMaximumAmountTest"
"","2694","Изменение имени у администратора","","Mon Dec 15 14:26:29 UTC 2025","passed","Mon Dec 15 14:26:32 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","1004","Невалидные значения суммы [1] 0.0","","Mon Dec 15 14:27:03 UTC 2025","passed","Mon Dec 15 14:27:04 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","478","Изменение имени (некорректные имена) [2] Ivan Petrovich Ivanov","","Mon Dec 15 14:26:34 UTC 2025","passed","Mon Dec 15 14:26:35 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1006","Пополнение баланса от имени администратора","","Mon Dec 15 14:27:06 UTC 2025","passed","Mon Dec 15 14:27:07 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","adminCannotDepositTest"
"","1210","Перевод на счет другого пользователя [2] 20.5","","Mon Dec 15 14:26:55 UTC 2025","passed","Mon Dec 15 14:26:56 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1700","Пополнение баланса на сумму, превышающую максимальную","","Mon Dec 15 14:27:36 UTC 2025","passed","Mon Dec 15 14:27:38 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositGreaterThanAllowedAmountTest"
"","1963","Успешное пополнение баланса","","Mon Dec 15 14:27:38 UTC 2025","passed","Mon Dec 15 14:27:40 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCanDepositTest"
"","991","Пополнение баланса (позитивные сценарии) [3] 20.5","","Mon Dec 15 14:27:11 UTC 2025","passed","Mon Dec 15 14:27:12 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","931","Пополнение баланса на несуществующем id счета","","Mon Dec 15 14:27:02 UTC 2025","passed","Mon Dec 15 14:27:03 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
"","3584","Установка невалидного имени","","Mon Dec 15 14:27:15 UTC 2025","passed","Mon Dec 15 14:27:18 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCannotChangeToInvalidNameTest"
"","1104","Перевод с чужого счета","","Mon Dec 15 14:26:53 UTC 2025","passed","Mon Dec 15 14:26:54 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromElseAccountTest"
"","945","Перевод с несуществующего счета","","Mon Dec 15 14:26:52 UTC 2025","passed","Mon Dec 15 14:26:53 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromInvalidAccountTest"
"","1859","Получение информации о транзакциях","","Mon Dec 15 14:26:39 UTC 2025","passed","Mon Dec 15 14:26:41 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","getTransactionsInfoTest"
"","919","Пополнение баланса неавторизованным пользователем","","Mon Dec 15 14:27:07 UTC 2025","passed","Mon Dec 15 14:27:08 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","unauthorizedUserCannotDepositTest"
"","487","Изменение имени (некорректные имена) [5] Ivan_Petrovich","","Mon Dec 15 14:26:36 UTC 2025","passed","Mon Dec 15 14:26:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1246","Перевод между своими счетами [4] 0.01","","Mon Dec 15 14:26:45 UTC 2025","passed","Mon Dec 15 14:26:46 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1003","Пополнение чужого баланса","","Mon Dec 15 14:27:14 UTC 2025","passed","Mon Dec 15 14:27:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToAnotherAccountTest"
"","509","Изменение имени (некорректные имена) [9]    ","","Mon Dec 15 14:26:38 UTC 2025","passed","Mon Dec 15 14:26:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1007","Пополнение баланса (позитивные сценарии) [2] 115.99","","Mon Dec 15 14:27:10 UTC 2025","passed","Mon Dec 15 14:27:11 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1188","Перевод на счет другого пользователя [4] 0.01","","Mon Dec 15 14:26:57 UTC 2025","passed","Mon Dec 15 14:26:59 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
