"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1509","Перевод между своими счетами [1] 100.0","","Sun Dec 14 17:52:43 UTC 2025","passed","Sun Dec 14 17:52:45 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1010","Пополнение баланса (позитивные сценарии) [5] 5000.0","","Sun Dec 14 17:53:15 UTC 2025","passed","Sun Dec 14 17:53:16 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","916","Получение информации о депозите","","Sun Dec 14 17:53:10 UTC 2025","passed","Sun Dec 14 17:53:11 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","getDepositInfoTest"
"","1229","Перевод между своими счетами [3] 115.99","","Sun Dec 14 17:52:46 UTC 2025","passed","Sun Dec 14 17:52:47 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","475","Изменение имени (некорректные имена) [2] Ivan Petrovich Ivanov","","Sun Dec 14 17:52:37 UTC 2025","passed","Sun Dec 14 17:52:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1677","Пополнение баланса на сумму, превышающую максимальную","","Sun Dec 14 17:53:38 UTC 2025","passed","Sun Dec 14 17:53:40 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositGreaterThanAllowedAmountTest"
"","1238","Перевод между своими счетами [2] 20.5","","Sun Dec 14 17:52:45 UTC 2025","passed","Sun Dec 14 17:52:46 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","984","Пополнение чужого баланса","","Sun Dec 14 17:53:16 UTC 2025","passed","Sun Dec 14 17:53:17 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToAnotherAccountTest"
"","485","Изменение имени (некорректные имена) [6] Ivan-Petrovich","","Sun Dec 14 17:52:39 UTC 2025","passed","Sun Dec 14 17:52:40 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1815","Получение информации о транзакциях","","Sun Dec 14 17:52:42 UTC 2025","passed","Sun Dec 14 17:52:43 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","getTransactionsInfoTest"
"","3387","Установка невалидного имени","","Sun Dec 14 17:53:17 UTC 2025","passed","Sun Dec 14 17:53:21 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCannotChangeToInvalidNameTest"
"","538","Изменение имени (позитивные сценарии) [2] petr ivanov","","Sun Dec 14 17:52:36 UTC 2025","passed","Sun Dec 14 17:52:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","0","Перевод на тот же самый счет","","Sun Dec 14 17:52:56 UTC 2025","skipped","Sun Dec 14 17:52:56 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","1182","Перевод на счет другого пользователя [3] 115.99","","Sun Dec 14 17:52:59 UTC 2025","passed","Sun Dec 14 17:53:00 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1074","Перевод неавторизованным пользователем","","Sun Dec 14 17:52:50 UTC 2025","passed","Sun Dec 14 17:52:51 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","unauthorizedUserCannotTransferTest"
"","449","Изменение имени (некорректные имена) [10] ","","Sun Dec 14 17:52:41 UTC 2025","passed","Sun Dec 14 17:52:42 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1264","Перевод между своими счетами [5] 10000.0","","Sun Dec 14 17:52:49 UTC 2025","passed","Sun Dec 14 17:52:50 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1126","Перевод невалидной суммы [1] 50.01","","Sun Dec 14 17:52:51 UTC 2025","passed","Sun Dec 14 17:52:52 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","980","Пополнение баланса (позитивные сценарии) [3] 20.5","","Sun Dec 14 17:53:13 UTC 2025","passed","Sun Dec 14 17:53:14 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","3149","Не выбрано подтверждение корректности данных","","Sun Dec 14 17:53:33 UTC 2025","passed","Sun Dec 14 17:53:36 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithoutConfirmationTest"
"","3509","Невалидная сумма при переводе","","Sun Dec 14 17:53:24 UTC 2025","passed","Sun Dec 14 17:53:27 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","501","Изменение имени (некорректные имена) [5] Ivan_Petrovich","","Sun Dec 14 17:52:39 UTC 2025","passed","Sun Dec 14 17:52:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","2676","Изменение имени у администратора","","Sun Dec 14 17:52:32 UTC 2025","passed","Sun Dec 14 17:52:35 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","977","Пополнение баланса (позитивные сценарии) [4] 0.01","","Sun Dec 14 17:53:14 UTC 2025","passed","Sun Dec 14 17:53:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1110","Перевод невалидной суммы [2] 0.0","","Sun Dec 14 17:52:52 UTC 2025","passed","Sun Dec 14 17:52:53 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1178","Перевод на счет другого пользователя [2] 20.5","","Sun Dec 14 17:52:58 UTC 2025","passed","Sun Dec 14 17:52:59 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","902","Пополнение баланса неавторизованным пользователем","","Sun Dec 14 17:53:09 UTC 2025","passed","Sun Dec 14 17:53:10 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","unauthorizedUserCannotDepositTest"
"","486","Изменение имени (некорректные имена) [3] Ivan  Petrovich","","Sun Dec 14 17:52:38 UTC 2025","passed","Sun Dec 14 17:52:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1103","Перевод невалидной суммы [3] -1.0","","Sun Dec 14 17:52:53 UTC 2025","passed","Sun Dec 14 17:52:54 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","938","Перевод с несуществующего счета","","Sun Dec 14 17:52:54 UTC 2025","passed","Sun Dec 14 17:52:55 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromInvalidAccountTest"
"","1086","Перевод с чужого счета","","Sun Dec 14 17:52:55 UTC 2025","passed","Sun Dec 14 17:52:56 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromElseAccountTest"
"","992","Невалидные значения суммы [3] -1.0","","Sun Dec 14 17:53:07 UTC 2025","passed","Sun Dec 14 17:53:08 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","605","Изменение имени (позитивные сценарии) [1] Petr Ivanov","","Sun Dec 14 17:52:35 UTC 2025","passed","Sun Dec 14 17:52:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1228","Перевод между своими счетами [4] 0.01","","Sun Dec 14 17:52:47 UTC 2025","passed","Sun Dec 14 17:52:49 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","533","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Sun Dec 14 17:52:36 UTC 2025","passed","Sun Dec 14 17:52:37 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1209","Перевод на счет другого пользователя [1] 100.0","","Sun Dec 14 17:52:56 UTC 2025","passed","Sun Dec 14 17:52:58 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
