"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","504","Изменение имени (некорректные имена) [5] Ivan_Petrovich","","Sun Dec 14 19:59:37 UTC 2025","passed","Sun Dec 14 19:59:37 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","914","Пополнение баланса неавторизованным пользователем","","Sun Dec 14 20:00:08 UTC 2025","passed","Sun Dec 14 20:00:09 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","unauthorizedUserCannotDepositTest"
"","1254","Перевод между своими счетами [2] 20.5","","Sun Dec 14 19:59:43 UTC 2025","passed","Sun Dec 14 19:59:45 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","492","Изменение имени (некорректные имена) [9]    ","","Sun Dec 14 19:59:39 UTC 2025","passed","Sun Dec 14 19:59:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1129","Перевод невалидной суммы [1] 50.01","","Sun Dec 14 19:59:49 UTC 2025","passed","Sun Dec 14 19:59:50 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","492","Изменение имени (некорректные имена) [4] Ivan Perovich1","","Sun Dec 14 19:59:36 UTC 2025","passed","Sun Dec 14 19:59:37 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","639","Изменение имени (позитивные сценарии) [1] Petr Ivanov","","Sun Dec 14 19:59:33 UTC 2025","passed","Sun Dec 14 19:59:34 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1810","Получение информации о транзакциях","","Sun Dec 14 19:59:40 UTC 2025","passed","Sun Dec 14 19:59:42 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","getTransactionsInfoTest"
"","469","Изменение имени (некорректные имена) [6] Ivan-Petrovich","","Sun Dec 14 19:59:37 UTC 2025","passed","Sun Dec 14 19:59:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","3628","Успешный перевод","","Sun Dec 14 20:00:26 UTC 2025","passed","Sun Dec 14 20:00:30 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest"
"","3585","Перевод на сумму, превышающую максимальную","","Sun Dec 14 20:00:19 UTC 2025","passed","Sun Dec 14 20:00:23 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithGreaterThanMaximumAmountTest"
"","1173","Перевод на счет другого пользователя [3] 115.99","","Sun Dec 14 19:59:57 UTC 2025","passed","Sun Dec 14 19:59:58 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","497","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Sun Dec 14 19:59:38 UTC 2025","passed","Sun Dec 14 19:59:38 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","539","Изменение имени (позитивные сценарии) [2] petr ivanov","","Sun Dec 14 19:59:34 UTC 2025","passed","Sun Dec 14 19:59:34 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","1105","Перевод невалидной суммы [2] 0.0","","Sun Dec 14 19:59:50 UTC 2025","passed","Sun Dec 14 19:59:52 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1228","Перевод между своими счетами [4] 0.01","","Sun Dec 14 19:59:46 UTC 2025","passed","Sun Dec 14 19:59:47 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","991","Невалидные значения суммы [3] -1.0","","Sun Dec 14 20:00:06 UTC 2025","passed","Sun Dec 14 20:00:07 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","488","Изменение имени (некорректные имена) [8] Иван Иванов","","Sun Dec 14 19:59:38 UTC 2025","passed","Sun Dec 14 19:59:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","2077","Успешное пополнение баланса","","Sun Dec 14 20:00:39 UTC 2025","passed","Sun Dec 14 20:00:41 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCanDepositTest"
"","1232","Перевод между своими счетами [3] 115.99","","Sun Dec 14 19:59:45 UTC 2025","passed","Sun Dec 14 19:59:46 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","0","Перевод на тот же самый счет","","Sun Dec 14 19:59:55 UTC 2025","skipped","Sun Dec 14 19:59:55 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","1187","Перевод на счет другого пользователя [5] 10000.0","","Sun Dec 14 19:59:59 UTC 2025","passed","Sun Dec 14 20:00:01 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1792","Пополнение баланса на сумму, превышающую максимальную","","Sun Dec 14 20:00:37 UTC 2025","passed","Sun Dec 14 20:00:39 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositGreaterThanAllowedAmountTest"
"","1188","Перевод на счет другого пользователя [4] 0.01","","Sun Dec 14 19:59:58 UTC 2025","passed","Sun Dec 14 19:59:59 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","2754","Изменение имени у администратора","","Sun Dec 14 19:59:30 UTC 2025","passed","Sun Dec 14 19:59:33 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","986","Пополнение баланса (позитивные сценарии) [3] 20.5","","Sun Dec 14 20:00:12 UTC 2025","passed","Sun Dec 14 20:00:13 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","2121","Получение списка транзакций","","Sun Dec 14 20:00:30 UTC 2025","passed","Sun Dec 14 20:00:32 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanGetListOfTransactions"
"","1916","Невалидная сумма при пополнении баланса","","Sun Dec 14 20:00:35 UTC 2025","passed","Sun Dec 14 20:00:37 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","902","Получение информации о депозите","","Sun Dec 14 20:00:09 UTC 2025","passed","Sun Dec 14 20:00:10 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","getDepositInfoTest"
"","1111","Перевод невалидной суммы [3] -1.0","","Sun Dec 14 19:59:52 UTC 2025","passed","Sun Dec 14 19:59:53 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","3654","Невалидная сумма при переводе","","Sun Dec 14 20:00:23 UTC 2025","passed","Sun Dec 14 20:00:26 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1002","Пополнение баланса от имени администратора","","Sun Dec 14 20:00:07 UTC 2025","passed","Sun Dec 14 20:00:08 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","adminCannotDepositTest"
"","478","Изменение имени (некорректные имена) [3] Ivan  Petrovich","","Sun Dec 14 19:59:36 UTC 2025","passed","Sun Dec 14 19:59:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1245","Перевод между своими счетами [5] 10000.0","","Sun Dec 14 19:59:47 UTC 2025","passed","Sun Dec 14 19:59:48 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","476","Изменение имени (некорректные имена) [10] ","","Sun Dec 14 19:59:39 UTC 2025","passed","Sun Dec 14 19:59:40 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1175","Перевод на счет другого пользователя [2] 20.5","","Sun Dec 14 19:59:56 UTC 2025","passed","Sun Dec 14 19:59:57 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","536","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Sun Dec 14 19:59:34 UTC 2025","passed","Sun Dec 14 19:59:35 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","978","Пополнение баланса (позитивные сценарии) [4] 0.01","","Sun Dec 14 20:00:13 UTC 2025","passed","Sun Dec 14 20:00:14 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","3282","Не выбрано подтверждение корректности данных","","Sun Dec 14 20:00:32 UTC 2025","passed","Sun Dec 14 20:00:35 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithoutConfirmationTest"
"","1087","Перевод от имени администратора","","Sun Dec 14 20:00:02 UTC 2025","passed","Sun Dec 14 20:00:03 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","1579","Перевод между своими счетами [1] 100.0","","Sun Dec 14 19:59:42 UTC 2025","passed","Sun Dec 14 19:59:43 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1028","Перевод на несуществующий счет","","Sun Dec 14 20:00:01 UTC 2025","passed","Sun Dec 14 20:00:02 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToInvalidAccountTest"
"","938","Перевод с несуществующего счета","","Sun Dec 14 19:59:53 UTC 2025","passed","Sun Dec 14 19:59:54 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromInvalidAccountTest"
"","3702","Установка невалидного имени","","Sun Dec 14 20:00:16 UTC 2025","passed","Sun Dec 14 20:00:19 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCannotChangeToInvalidNameTest"
